freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,45.000000,75.000000,129.320628,152.581972,-23.261344,-23.261344,159.038212,2.409750,-3.103823,3.929454,163.443193,6381.316274,4924.540166,0.683013,0.683013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,80.000000,125.701468,155.564645,-29.863178,-29.863178,152.436378,2.409750,-3.103823,3.929454,156.927468,5794.111593,4300.872078,0.696364,0.696364,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,85.000000,119.724749,157.363378,-37.638630,-37.638630,144.660926,2.409750,-3.103823,3.929454,149.203945,5255.613669,3744.339940,0.704416,0.704416,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,90.000000,111.072736,157.964481,-46.891744,-46.891744,135.407811,2.409750,-3.103823,3.929454,139.968184,4776.325474,3262.883869,0.707107,0.707107,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,95.000000,99.596880,157.363378,-57.766498,-57.766498,124.533058,2.409750,-3.103823,3.929454,129.076076,4362.111717,2870.645005,0.704416,0.704416,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,100.000000,85.521518,155.564645,-70.043128,-70.043128,112.256428,2.409750,-3.103823,3.929454,116.747518,4013.844109,2588.079712,0.696364,0.696364,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,105.000000,69.529497,152.581972,-83.052475,-83.052475,99.247081,2.409750,-3.103823,3.929454,103.652062,3727.389197,2435.733226,0.683013,0.683013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,110.000000,52.609112,148.438057,-95.828945,-95.828945,86.470611,2.409750,-3.103823,3.929454,90.755959,3494.437800,2420.337572,0.664463,0.664463,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,115.000000,35.837932,143.164439,-107.326507,-107.326507,74.973049,2.409750,-3.103823,3.929454,79.106150,3304.923556,2523.176454,0.640856,0.640856,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,120.000000,20.301904,136.801253,-116.499349,-116.499349,65.800207,2.409750,-3.103823,3.929454,69.749605,3151.626637,2703.778645,0.612372,0.612372,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,125.000000,6.989696,129.396927,-122.407231,-122.407231,59.892325,2.409750,-3.103823,3.929454,63.627963,3036.595395,2913.771733,0.579228,0.579228,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,130.000000,-3.463757,121.007813,-124.471570,-124.471570,57.827986,2.409750,-3.103823,3.929454,61.321434,2976.538532,3106.994726,0.541675,0.541675,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,135.000000,-10.984522,111.697756,-122.682278,-122.682278,59.617278,2.409750,-3.103823,3.929454,62.841948,3000.336841,3242.806718,0.500000,0.500000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,140.000000,-16.088361,101.537611,-117.625973,-117.625973,64.673583,2.409750,-3.103823,3.929454,67.604934,3131.577976,3286.639723,0.454519,0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,145.000000,-19.826166,90.604704,-110.430870,-110.430870,71.868686,2.409750,-3.103823,3.929454,74.484408,3362.629637,3211.125933,0.405580,0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,150.000000,-23.862039,78.982240,-102.844280,-102.844280,79.455276,2.409750,-3.103823,3.929454,81.735462,3643.039026,2999.595405,0.353553,0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,155.000000,-31.778708,66.758674,-98.537383,-98.537383,83.762173,2.409750,-3.103823,3.929454,85.689470,3892.623568,2653.901389,0.298836,0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,160.000000,-63.121147,54.027034,-117.148181,-117.148181,65.151374,2.409750,-3.103823,3.929454,66.711114,4025.502446,2211.251197,0.241845,0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,165.000000,-153.580152,40.884216,165.535632,-194.464368,-12.164812,2.409750,-3.103823,3.929454,-10.984501,3971.116268,1782.192459,0.183013,0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,170.000000,-175.778030,27.430244,156.791725,-203.208275,-20.908719,2.409750,-3.103823,3.929454,-20.116819,3688.802617,1600.545078,0.122788,0.122788,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,175.000000,178.091002,13.767512,164.323490,-195.676510,-13.376954,2.409750,-3.103823,3.929454,-12.979492,3176.564938,1861.742652,0.061628,0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,180.000000,175.405434,0.000000,175.405434,-184.594566,-2.295011,2.409750,-3.103823,3.929454,-2.295011,2475.397130,2417.235360,0.000000,0.000000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,185.000000,173.377415,-13.767512,-172.855073,-172.855073,9.444483,2.409750,-3.103823,3.929454,9.047020,1676.475385,3020.193564,-0.061628,-0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,190.000000,168.640395,-27.430244,-163.929361,-163.929361,18.370195,2.409750,-3.103823,3.929454,17.578294,983.071174,3519.747663,-0.122788,-0.122788,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,195.000000,123.720562,-40.884216,164.604778,-195.395222,-13.095667,2.409750,-3.103823,3.929454,-14.275978,922.601891,3840.930764,-0.183013,-0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,200.000000,23.358309,-54.027034,77.385344,-282.614656,-100.315100,2.409750,-3.103823,3.929454,-101.874840,1463.139596,3963.111842,-0.241845,-0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,205.000000,16.590991,-66.758674,83.349665,-276.650335,-94.350779,2.409750,-3.103823,3.929454,-96.278076,2043.480588,3910.027978,-0.298836,-0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,210.000000,16.005703,-78.982240,94.987943,-265.012057,-82.712501,2.409750,-3.103823,3.929454,-84.992687,2504.912406,3738.331622,-0.353553,-0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,215.000000,15.939891,-90.604704,106.544595,-253.455405,-71.155849,2.409750,-3.103823,3.929454,-73.771571,2818.075377,3520.942342,-0.405580,-0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,220.000000,14.561798,-101.537611,116.099409,-243.900591,-61.601035,2.409750,-3.103823,3.929454,-64.532385,2987.294215,3326.909879,-0.454519,-0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,225.000000,10.695036,-111.697756,122.392792,-237.607208,-55.307652,2.409750,-3.103823,3.929454,-58.532323,3029.016260,3202.988998,-0.500000,-0.500000,phi45.0_pol45.0
