freq_ghz,phi_deg,theta_deg,linear_pol_deg,strategy,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid,left_mag,right_mag
7.738000,45.000000,100.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,152.502281,152.502281,-1.670254,-2.413587,True,0.856535,0.786282
7.738000,45.000000,105.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-106.641350,253.358650,-1.538595,-2.070730,True,0.869617,0.817940
7.738000,45.000000,110.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-96.848494,263.151506,-1.377311,-1.781549,True,0.885916,0.845630
7.738000,45.000000,115.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-96.901623,263.098377,-1.188410,-1.560726,True,0.905394,0.867404
7.738000,45.000000,120.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-99.632734,260.367266,-0.980737,-1.402024,True,0.927302,0.883399
7.738000,45.000000,125.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-103.652956,256.347044,-0.770872,-1.291416,True,0.949980,0.894720
7.738000,45.000000,130.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-108.349976,251.650024,-0.579005,-1.214776,True,0.971198,0.902649
7.738000,45.000000,135.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-113.226392,246.773608,-0.421681,-1.160079,True,0.988949,0.908352
7.738000,45.000000,140.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-117.715340,242.284660,-0.307553,-1.116268,True,1.002029,0.912945
7.738000,45.000000,145.000000,90.000000,calibrated_2x2_vector_correlation,E1-E3,-121.103605,238.896395,-0.239326,-1.071030,True,1.009931,0.917712
