freq_ghz,baseline,phi_deg,linear_pol_deg,theta_deg,measured_pdoa_deg,nominal_pdoa_deg,raw_residual_wrapped_deg,raw_residual_unwrapped_deg,raw_residual_centered_deg,phase_center_delta_x_mm,phase_center_delta_y_mm,phase_center_delta_mag_mm,calibrated_residual_deg,left_mag,right_mag,ux,uy,group
7.738000,E1-E3,45.000000,45.000000,80.000000,130.657608,155.564645,-24.907038,-24.907038,156.983252,-2.337724,-4.070130,4.693709,198.446140,5780.887113,4199.044401,0.696364,0.696364,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,85.000000,123.812089,157.363378,-33.551290,-33.551290,148.339001,-2.337724,-4.070130,4.693709,190.281307,5193.199917,3565.077277,0.704416,0.704416,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,90.000000,113.236789,157.964481,-44.727692,-44.727692,137.162598,-2.337724,-4.070130,4.693709,179.265117,4676.953266,3016.131587,0.707107,0.707107,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,95.000000,98.386740,157.363378,-58.976638,-58.976638,122.913652,-2.337724,-4.070130,4.693709,164.855958,4233.753345,2572.921257,0.704416,0.704416,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,100.000000,79.937726,155.564645,-75.626920,-75.626920,106.263370,-2.337724,-4.070130,4.693709,147.726257,3860.122349,2267.221698,0.696364,0.696364,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,105.000000,60.152590,152.581972,-92.429381,-92.429381,89.460909,-2.337724,-4.070130,4.693709,130.128819,3548.668032,2131.161701,0.683013,0.683013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,110.000000,41.360511,148.438057,-107.077546,-107.077546,74.812744,-2.337724,-4.070130,4.693709,114.376171,3290.318180,2170.003343,0.664463,0.664463,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,115.000000,24.612796,143.164439,-118.551643,-118.551643,63.338647,-2.337724,-4.070130,4.693709,101.496488,3077.917102,2345.763777,0.640856,0.640856,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,120.000000,10.176209,136.801253,-126.625044,-126.625044,55.265246,-2.337724,-4.070130,4.693709,91.727097,2911.018882,2596.326652,0.612372,0.612372,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,125.000000,-1.794572,129.396927,-131.191499,-131.191499,50.698791,-2.337724,-4.070130,4.693709,85.187156,2800.542862,2861.722903,0.579228,0.579228,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,130.000000,-11.278964,121.007813,-132.286777,-132.286777,49.603513,-2.337724,-4.070130,4.693709,81.855914,2769.380314,3093.116722,0.541675,0.541675,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,135.000000,-18.611512,111.697756,-130.309268,-130.309268,51.581022,-2.337724,-4.070130,4.693709,81.351999,2842.725110,3251.111302,0.500000,0.500000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,140.000000,-24.542652,101.537611,-126.080263,-126.080263,55.810027,-2.337724,-4.070130,4.693709,82.873005,3027.568494,3302.908731,0.454519,0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,145.000000,-30.255640,90.604704,-120.860344,-120.860344,61.029947,-2.337724,-4.070130,4.693709,85.178959,3295.823093,3222.298386,0.405580,0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,150.000000,-37.772890,78.982240,-116.755131,-116.755131,65.135159,-2.337724,-4.070130,4.693709,86.186419,3586.592991,2994.431234,0.353553,0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,155.000000,-52.254158,66.758674,-119.012832,-119.012832,62.877458,-2.337724,-4.070130,4.693709,80.670751,3823.353211,2627.354972,0.298836,0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,160.000000,-91.119408,54.027034,-145.146442,-145.146442,36.743848,-2.337724,-4.070130,4.693709,51.143758,3932.770918,2174.853322,0.241845,0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,165.000000,-146.380945,40.884216,172.734839,-187.265161,-5.374871,-2.337724,-4.070130,4.693709,5.522063,3858.965812,1781.102846,0.183013,0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,170.000000,-168.441057,27.430244,164.128699,-195.871301,-13.981011,-2.337724,-4.070130,4.693709,-6.669985,3572.828378,1702.573851,0.122788,0.122788,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,175.000000,-176.068486,13.767512,170.164002,-189.835998,-7.945708,-2.337724,-4.070130,4.693709,-4.276231,3077.542130,2058.011860,0.061628,0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,180.000000,-178.825225,0.000000,-178.825225,-178.825225,3.065065,-2.337724,-4.070130,4.693709,3.065065,2412.754692,2641.594221,0.000000,0.000000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,185.000000,-179.597341,-13.767512,-165.829829,-165.829829,16.060461,-2.337724,-4.070130,4.693709,12.390985,1666.517636,3226.208841,-0.061628,-0.061628,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,190.000000,179.805025,-27.430244,-152.764730,-152.764730,29.125560,-2.337724,-4.070130,4.693709,21.814534,1045.208009,3678.396789,-0.122788,-0.122788,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,195.000000,165.771027,-40.884216,-153.344757,-153.344757,28.545533,-2.337724,-4.070130,4.693709,17.648599,1018.184519,3930.196770,-0.183013,-0.183013,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,200.000000,16.150278,-54.027034,70.177313,-289.822687,-107.932397,-2.337724,-4.070130,4.693709,-122.332307,1529.622484,3964.195638,-0.241845,-0.241845,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,205.000000,16.027695,-66.758674,82.786369,-277.213631,-95.323341,-2.337724,-4.070130,4.693709,-113.116634,2089.982794,3809.664673,-0.298836,-0.298836,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,210.000000,19.184165,-78.982240,98.166405,-261.833595,-79.943305,-2.337724,-4.070130,4.693709,-100.994564,2532.618434,3536.463537,-0.353553,-0.353553,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,215.000000,22.375619,-90.604704,112.980323,-247.019677,-65.129387,-2.337724,-4.070130,4.693709,-89.278400,2817.507664,3239.899994,-0.405580,-0.405580,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,220.000000,23.764464,-101.537611,125.302075,-234.697925,-52.807635,-2.337724,-4.070130,4.693709,-79.870613,2944.968235,3013.532732,-0.454519,-0.454519,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,225.000000,21.883904,-111.697756,133.581660,-226.418340,-44.528050,-2.337724,-4.070130,4.693709,-74.299027,2933.071576,2914.492349,-0.500000,-0.500000,phi45.0_pol45.0
7.738000,E1-E3,45.000000,45.000000,230.000000,15.886071,-121.007813,136.893884,-223.106116,-41.215826,-2.337724,-4.070130,4.693709,-73.468227,2808.897207,2944.120099,-0.541675,-0.541675,phi45.0_pol45.0
