amp_b,phase_b_deg,score,avg_rms_bias_deg,p95_rms_bias_deg,avg_max_abs_bias_deg,max_abs_bias_deg,avg_valid_percent,avg_reference_monotonic_percent,curve_count,pdoa_rms_target_met,pdoa_max_target_met
1.025,-107.5,119.2266690772945,48.68629209541204,78.89637370051028,137.0668187086693,179.99530214201246,99.72412480974124,71.84974041781554,288,False,False
1.025,-77.5,119.25831429991118,47.88957772155626,82.53089828063958,133.7704721553911,179.85794719193063,99.79071537290716,70.89120370370371,288,False,False
1.1,-82.5,119.3017361342127,46.967549846350735,82.06563786904253,134.0296670010822,179.9905167104606,99.72888127853882,70.87191358024691,288,False,False
0.875,-87.5,119.32941268297009,47.366845174683895,81.36223866648339,135.10088292364418,179.78461971923645,99.73363774733637,71.2517388280299,288,False,False
0.95,-80.0,119.34139274656982,47.5031230338792,82.84213793731907,133.26316014726072,179.9117854771382,99.76217656012176,70.9643198698363,288,False,False
1.175,-92.5,119.38080988370174,46.65704956750046,80.97294510560702,134.44607924836896,179.86659913245126,99.62899543378995,71.23380716397148,288,False,False
0.95,-105.0,119.40949623743221,48.28456550453378,79.42082076785125,136.64692089827398,179.87308358485893,99.6622907153729,71.7340229649502,288,False,False
0.925,-82.5,119.43060149572868,47.30058473736364,82.8474556943925,133.37135726302526,179.93547505040192,99.76217656012176,71.12002260476439,288,False,False
0.975,-107.5,119.443500519016,48.844130048532776,78.96940524804803,137.32315079234863,179.93657211281152,99.70985540334856,71.80821813597635,288,False,False
0.975,-77.5,119.50194480993024,47.97793421886641,82.75778407905246,133.53577731297017,179.8988412428912,99.78595890410958,70.85262345679013,288,False,False
0.85,-90.0,119.57413698249015,47.63254188544972,80.61540079061174,135.77540976105334,179.91480232729032,99.70034246575342,71.33137559927465,288,False,False
1.075,-80.0,119.57444256240393,47.318823720704536,82.25465272368542,133.8711010088891,179.88196390203564,99.73363774733637,70.8295296470179,288,False,False
1.0,-110.0,119.59943540222798,49.58834375421705,78.37796855382402,138.7428537888478,179.9658382258085,99.7574200913242,71.92691643689297,288,False,False
0.875,-97.5,119.6154880251531,47.78125814183833,78.89496354270595,136.12398515042662,179.89777328950072,99.68131659056317,71.60088618128525,288,False,False
0.9,-102.5,119.61976657869886,48.3142466847721,77.47715313806748,136.31251215918206,179.95822019279683,99.70509893455099,71.875,288,False,False
1.125,-100.0,119.62002249228206,47.19518741319779,79.74710791062591,135.27138603494154,179.90670418573586,99.73839421613394,71.17080569838785,288,False,False
1.1,-102.5,119.65523996568164,47.53022111382719,79.55719399931333,135.95979585649206,179.88345178048445,99.72888127853882,71.53866874084011,288,False,False
1.0,-75.0,119.67000962863618,48.44717886630888,82.68986471580162,133.88210552692783,179.83830438884257,99.7574200913242,70.87191358024691,288,False,False
1.15,-97.5,119.72933436863416,46.91958272459426,80.22756200718358,135.17377312361918,179.72442658153284,99.68607305936072,71.13165877983953,288,False,False
1.175,-87.5,119.83320955217836,46.81923133540982,81.55604803703837,134.20836710644835,179.64852570884142,99.66704718417047,71.2770061728395,288,False,False
1.075,-105.0,119.85593869090329,48.12243855606853,79.1884725431515,137.01627028231735,179.98520645571466,99.76217656012176,71.8106167871426,288,False,False
1.175,-95.0,119.87881408366012,46.77907851468232,80.49857498228198,135.1642273637606,179.91284226637976,99.62899543378995,71.17051071863278,288,False,False
0.85,-92.5,119.89548054306566,47.67257133052365,80.05842008523379,135.88715328228267,179.7652446600456,99.65753424657534,71.52537136398638,288,False,False
1.2,-90.0,119.90731997051611,46.85658382521654,81.33420743332096,134.38056968542296,179.97183253356053,99.62899543378995,71.14197530864197,288,False,False
1.15,-85.0,119.94954723937448,46.885468447308455,81.76847220376436,134.34220758853812,179.98216975187677,99.67180365296804,71.12268518518518,288,False,False
1.05,-107.5,119.99679038884206,48.7290750247435,78.69477789480747,137.45441460364714,179.98740521496063,99.76693302891934,71.83045029435874,288,False,False
1.05,-77.5,120.07602040624374,47.91858552467906,82.42982768888035,134.20164891746197,179.8845672730372,99.79547184170471,70.85262345679013,288,False,False
1.125,-82.5,120.09635233085237,47.056611162520525,81.97021837318526,134.2030172715696,179.9455978035437,99.66704718417047,71.04552469135803,288,False,False
0.875,-100.0,120.11077951503046,48.13558353525629,78.05200355255297,136.0737087290711,179.95300189842578,99.67180365296804,71.87121960155997,288,False,False
1.025,-110.0,120.26061340251418,49.4755586620552,78.26860101172831,137.93579203735402,179.79969870653923,99.7574200913242,71.9654889211814,288,False,False
1.2,-92.5,120.26397024853286,46.874463527458616,80.81346374939471,134.95371530512003,179.98532894103022,99.6622907153729,71.15637497826465,288,False,False
0.85,-95.0,120.30599278698224,47.73465627933798,79.5649447889211,135.55139823782437,179.75193240398755,99.61948249619483,71.56100957597437,288,False,False
